year,market,artist_name,artist_id,track_name,track_id,popularity,artist_genre
2022,US,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,KICK BACK,3khEEPRyBeOUabbmOPJzAG,84,"['anime', 'j-pop']"
2022,US,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,Do It Again (feat. 2Rare),5gAwpwuchaCGnJLlBMGBzp,78,['memphis hip hop']
2022,US,SZA,7tYKF4w9nC0nq9CsPZTHyP,Too Late,4rAg5bbrdZX00mXXhLvYXj,76,"['pop', 'r&b']"
2022,US,Quavo,0VRj0yCOv2FXJNP47XQnx5,HOTEL LOBBY (Unc & Phew),4vVjPTApwXZwB2H3mBq3ml,77,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']"
2022,US,Luke Combs,718COspgdWOnwOFpJHRZHS,The Kind of Love We Make,48UKTR66uUOT9LaUvooTNx,76,"['contemporary country', 'country']"
2022,US,Bad Bunny,4q3ewBCX7sLwd24euuV69X,Party,4tYFy8ALRjIZvnvSLw5lxN,82,"['reggaeton', 'trap latino', 'urbano latino']"
2022,US,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,N95,0fX4oNGBWO3dSGUZcVdVV2,78,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2022,US,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,nuts,11k8KTbNeG9iabeNXMuwf0,77,"['emo rap', 'lgbtq+ hip hop']"
2022,US,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Around Me (feat. Don Toliver),221qmpQeBNV87sUjQeUTVH,77,['rap']
2022,US,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Great War,3UMrglJeju5yWyYIW6o99b,79,['pop']
2022,US,JID,6U3ybJ9UHNKEdsH7ktGBZ7,Surround Sound (feat. 21 Savage & Baby Tate),1udwFobQ1JoOdWPQrp2b6u,75,"['hip hop', 'rap']"
2022,US,NewJeans,6HvZYsbFfjnjFrWF950C9d,Attention,2pIUpMhHL6L9Z5lnKxJJr9,83,"['k-pop', 'k-pop girl group']"
2022,US,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Stick Season,0mflMxspEfB0VbI1kyLiAv,74,['pop']
2022,US,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,The Good I'll Do,53zCCom4uEoIBaOAEJtjUL,73,['oklahoma country']
2022,US,Naturelle,2ZqIdeQMZpsr1jAruu22fI,Falling Asleep,5N8KsYJ8IEMQVw33JvytW8,78,['white noise']
2022,US,KAROL G,790FomKkXshlbRYZFtlgla,GATÚBELA,1ga4PztXOIw1yBbdUt2X8v,83,"['reggaeton', 'reggaeton colombiano', 'urbano latino']"
2022,US,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,Face 2 Face,6L4XGeAdRRC32vVJpp8MdM,77,"['chicago rap', 'melodic rap']"
2022,US,Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,J.,4lUsBLTAiufWocWtg4H0my,73,['sad sierreno']
2022,US,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,81,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2022,US,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,Flawlëss (feat. Lil Uzi Vert),1a019wP7IdYLexwbmfZPm3,76,['pluggnb']
2022,US,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,El Rescate,4w273WCBXwM4P3jTX5HkB2,83,"['corrido', 'norteno', 'nueva musica mexicana', 'sad sierreno']"
2022,US,Lil Baby,5f7VJjfbwm532GiveGC0ZK,California Breeze,6ug9fUi5oLLgQgOF1G8WkM,75,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2022,US,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,On Time (with John Legend),0YFqKxV9uNu6LUeYkLOKRS,76,['rap']
2022,US,Armani White,2qAwMsiIjTzlmfAkXKvhVA,BILLIE EILISH.,27ZZdyTSQWI7Cug2d2PkqV,80,['indie hip hop']
